problem,reference_label,base_model_predicted,base_model_correct,quantized_model_predicted,quantized_model_correct,base_model_time,quantized_model_time
"Sentence1: There was no way the man could hear him , but he turned in the rescuers ' direction , forlorn , hopeless . Sentence2: There was no way the man could hear him , but he turned and mouthed something .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,5.731054306030273,0.4734921455383301
"Sentence1: Senate Majority Leader Bill Frist , a Tennessee Republican , said he intended to work to get the loan provision removed from the final bill . Sentence2: Senate Majority Leader Bill Frist , a Tennessee Republican , said he intended to work to see that the loan provision was not in the final bill .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,1.2716515064239502,6.020270586013794
"Sentence1: A final decision on his fate , including the power of the death penalty , lay with President Bush . Sentence2: A final decision on his fate would lie with US President George Bush .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5103356838226318,4.692312002182007
"Sentence1: "" And about eight to 10 seconds down , I hit . Sentence2: "" I was in the water for about eight seconds .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.3885486125946045,0.4689788818359375
"Sentence1: "" I ´ m very proud of the citizens of this state , "" Gov. John Baldacci said after votes from Tuesday ´ s referendum were counted . Sentence2: "" I 'm very proud of the citizens of this state , "" said Gov. John Baldacci , a casino foe .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5132911205291748,5.368422269821167
"Sentence1: The two blond opponents appeared almost identical in matching powder-blue outfits – to their dismay . Sentence2: The two blond opponents appeared almost identical because they wore matching powder-blue outfits - to their dismay . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5110926628112793,0.473158597946167
Sentence1: The decision unnerved voting officials who already have been warning that they have barely enough time to organize the election before the balloting is scheduled to begin . Sentence2: The decision unnerved voting officials who already have been warning they have barely enough time to organize the election .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,1.2662239074707031,0.47376322746276855
Sentence1: The House Government Reform Committee rapidly approved the legislation this morning . Sentence2: The House Government Reform Committee passed the bill today .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,1,1,0.38600707054138184,0.46945691108703613
"Sentence1: The broader Standard & Poor 's 500 Index < .SPX > edged down 9 points , or 0.98 percent , to 921 . Sentence2: The Standard & Poor 's 500 Index shed 5.20 , or 0.6 percent , to 924.42 as of 9 : 33 a.m. in New York .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5140047073364258,0.47683072090148926
Sentence1: The seizure of the money was confirmed by a US Treasury official assigned to work with Iraqi financial officers in Baghdad in rebuilding the country 's banking and financial system . Sentence2: The seizure of the money was confirmed by a United States Treasury official assigned to work with Iraqi financial officers here to rebuild the country 's banking and financial system .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,1.266587257385254,2.7739322185516357
"Sentence1: That was a reversal from a loss of $ 35 million , or 20 cents , a year earlier . Sentence2: Net income was 12 cents a share , compared with a net loss of $ 35 million , or 20 cents , a year earlier .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,1,0,0,1,0.5124678611755371,0.4734311103820801
"Sentence1: The lawsuit , filed after a 19-month investigation by the Employee Benefits Security Administration , names Lay and Skilling among others . Sentence2: The lawsuit , filed after a 19-month investigation by the Employee Benefits Security Administration , names former Enron Chairman Kenneth Lay and former chief executive Jeff Skilling , among others .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,3.1008827686309814,0.4741995334625244
"Sentence1: We can make life very difficult for terrorist elements , we can scatter them , we can cut off one head here and one tentacle there . Sentence2: We can scatter them , we can cut off one head here and one tentacle there , but often the beast survives .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.512467622756958,4.468509197235107
"Sentence1: Overall , students are most likely to be taught by a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work-force portrait shows . Sentence2: The average teacher is a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work force portrait shows .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5119380950927734,0.47411489486694336
"Sentence1: Carnival Corp. stock was trading at $ 31.29 during midday trading Wednesday , down 72 cents or 2.25 percent . Sentence2: Carnival Corp. stock was down 2.5 percent , or 81 cents , at $ 31.20 on the New York Stock Exchange .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,5.715893745422363,5.13283896446228
"Sentence1: According to the 2000 Census , Long Beach 's Hispanic or Latino population was listed at 35.8 percent . Sentence2: According to the Census Bureau , the Hispanic population increased by 9.8 percent from the April 2000 census figures .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.512728214263916,4.547705173492432
"Sentence1: Lewis , the WBC champion , can still fight June 21 at the Staples Center in Los Angeles against another opponent . Sentence2: With Johnson 's injury , the fight card at the Staples Center in Los Angeles is in question .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.511960506439209,0.4734506607055664
"Sentence1: With 2.3 million members nationwide , the Episcopal Church is the U.S. branch of the 77 million-member global Anglican Communion . Sentence2: The Episcopal Church , with 2.3 million members , is the U.S. branch of the 77 million-member Communion .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5139129161834717,0.475231409072876
"Sentence1: BEA Systems Inc . BEAS.O on Thursday said second-quarter profits rose 28 percent , as revenues grew amid a contracting overall market for business software . Sentence2: BEA Systems Inc . BEAS.O said on Thursday second-quarter profits rose 28 percent , as revenues grew slightly more than Wall Street expected amid a contracting overall market for business software .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,1.2689990997314453,0.4772453308105469
Sentence1: It will appear in the next few weeks on the Web site of the Proceedings of the National Academy of Sciences . Sentence2: Details of the research will appear in a future issue of the Proceedings of the National Academy of Sciences .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.5122287273406982,0.47359609603881836
"Sentence1: The market 's broader gauges also posted big gains , having climbed higher for four consecutive weeks . Sentence2: The broader market also retreated , having climbed higher for four consecutive weeks .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,5.356106996536255,6.237931966781616
"Sentence1: Mr. Geoghan had been living in a protective custody unit since being transferred to the prison on April 3 . Sentence2: He had been in protective custody since being transferred to Souza-Baranowski in April , officials said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5142431259155273,0.49117588996887207
"Sentence1: WinFS will require that applications be rewritten to exploit such capabilities . Sentence2: However , applications will have to be rewritten to take advantage of such capabilities .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.3863797187805176,0.5887179374694824
"Sentence1: The pilot decided to fly to Kennedy , which has longer runways than Newark Airport . Sentence2: "" Realizing this , the pilot changed course and diverted to Kennedy , which has longer runways . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.513197660446167,0.5596723556518555
"Sentence1: The number of probable cases dropped to 64 on Tuesday from 66 on Monday in and around Toronto , a city of four million people . Sentence2: As of Monday , there were 66 probable cases in and around Toronto , a city of 4 million people .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,5.796282768249512,0.5592770576477051
"Sentence1: Despite their differences , U.S. and EU leaders said there were areas of agreement . Sentence2: Despite these and other differences , U.S. and EU leaders insisted they were working well together .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.665144681930542,4.673502445220947
